First Name,Last Name,Email Address,Salt,Date of Birth,Contact Number,Address
D’Andre,Grant,DAndre.Grant@mail.kkhair.net,942737dfa876fff4,1994/08/04,(038) 34124,"Queen's Road #129, St. Peter, BB17001, Barbados"
Jermaine,Williams,JERMAINE.WILLIAMS@KANDK-HAIR.CO,970f598f70f3425b,2003/06/02,(244) 9520769,"Harbour View #40, St. George Basseterre, KN0503, St. Kitts & Nevis"
José,Joseph,Jos.Joseph@loyalty.kkhair.com,b95196c5fac8fa1e,1993/09/04,808-6789-4,"Mango Tree Drive #93, St. Peter, BB17001, Barbados"
Andre,Brathwaite,Andre.Brathwaite@kkhairemporium.com,df2139922d7544b3,1978/01/30,+ 170254  ,"Bay Street #169, St. Paul Charlestown, KN0101, St. Kitts & Nevis"
Kofi,Best,Kofi.Best@mail.kkhair.net,9dbee37e3b685e65,1996/08/25,7494645,"Independence Ave #89, Soufrière, 7186, St. Lucia"
Zoë,Clarke,Zo.Clarke@loyalty.kkhair.com,dbfb94070367ec22,1995/12/29,623-1539-42811,"Palm Grove #51, St. James, BB14000, Barbados"
Sade,Morris,SADE.MORRIS@loyalty.kkhair.com,0cac94ed605c65ce,1975/04/22,+ 9871414  ,"Sunset Blvd #45, Chaguanas, TT2296, Trinidad & Tobago"
Tyrone,Ramdeen,Tyrone.Ramdeen@mail.kkhair.net,a91b9f879fa4f59a,1996/02/10,421-001,"Market Street #279, Gros Islet, LC12 301, St. Lucia"
Jermaine,Joseph,Jermaine.Joseph@kkhairemporium.com,5bc6ef635b59bf13,1963/07/10,836-2492-1,"Sunset Blvd #33, Diego Martin, 56013, Trinidad & Tobago"
Marlon,Charles,Marlon.Charles@kandk-hair.co,63d2404df94ffa3a,1994/06/14,+ 285685944164  ,"Palm Grove #226, Dennery, LC04 101, St. Lucia"
Keisha,Brathwaite,KEISHA.BRATHWAITE@kkhairemporium.com,b3a542dbc261e7e2,1981/02/07,+1 (246) 457774146518,"Seaview Terrace #165, St. James, BB17001, Barbados"
Jamal,Campbell,Jamal.Campbell@mail.kkhair.net,da3c63e5f3a86d52,1972/07/07,968-7574-4,"Hibiscus Lane #171, Kingston, 36435, Jamaica"
Chloë,Morris,Chlo.Morris@mail.kkhair.net,106817a5f3f64162,1994/03/21,978884587957,"Coconut Walk #224, Couva-Tabaquite-Talparo, TT2580, Trinidad & Tobago"
Keisha,Greenidge,Keisha.Greenidge.56@mail.kkhair.net,ccd940075ca171a4,1963/09/02,+1 (869) 29495760,"Independence Ave #21, St. John Figtree, KN0503, St. Kitts & Nevis"
Rashida,Lewis,RASHIDA.LEWIS.605@mail.kkhair.net,c436a9ac2873b669,2006/09/16,04002417036,"Sugar Cane Way #186, Christ Church, BB17001, Barbados"
Zoë,Campbell,ZO.CAMPBELL_300@mail.kkhair.net,842a2fa0fd727481,1979/08/15,714-5706,"Cedar Park #42, Arima, 00000, Trinidad & Tobago"
Kirsten,Browne,Kirsten.Browne@mail.kkhair.net,ed589a5e96007f1d,1980/09/25,874-9320-3922,"Queen's Road #289, St. Thomas Lowland, 2436, St. Kitts & Nevis"
Devon Núñez,Clarke,DEVON.CLARKE@kkhairemporium.com,32e60c7428a4ec__,1971/10/14,083-1912-604858965,"Palm Grove #185, Gros Islet, LC12 301, St. Lucia"
Shanice,Singh,Shanice.Singh@loyalty.kkhair.com,acc4701bc098c3b0,1967/06/06,+ 6605059085576578  ,"Bay Street #114, Vieux Fort, 1862, St. Lucia"
Tia,Hernández,Tia.Hernndez.982@LOYALTY.KKHAIR.COM,b12a87ae31fe8393,1965/03/29,+ 006562  ,"Coconut Walk #219, Soufrière, LC12 301, St. Lucia"
Dwayne,Jean-Baptiste,DWAYNE.JEAN-BAPTISTE@mail.kkhair.net,55cd893c39c57c6a,1960/05/13,+ 356117  ,"Bamboo Crescent #106, Gros Islet, LC12 301, St. Lucia"
Rohan,Grant,ROHAN.GRANT_767@kandk-hair.co,a8636af90e9e80e6,1968/08/03,+1 (868) 90618344251,"Harbour View #54, Couva-Tabaquite-Talparo, 73845, Trinidad & Tobago"
Chloë,Johnson,CHLO.JOHNSON@loyalty.kkhair.com,d21872c94e5601e0,1989/07/22,+1 (868) 19908187,"Queen's Road #2, San Fernando, 12870, Trinidad & Tobago"
Mikaël,Johnson,MIKAL.JOHNSON@kandk-hair.co,8a6f3a18a3cfef12,1986/08/31,635546903369,"Sunset Blvd #107, St. Andrew, 80350, Jamaica"
Tyrone,Holder,Tyrone.Holder@mail.kkhair.net,cc3851f050e0d7b3,1983/07/18,(533) 7970,"Sunset Blvd #241, Vieux Fort, LC10 201, St. Lucia"
Jermaine,Dottin,Jermaine.Dottin@kandk-hair.co,5acd8e826723b2d7,2003/05/23,+1 (876) 30990349,"Sugar Cane Way #155, St. Andrew, 64034, Jamaica"
Mikaël  Brathwaite ,Best,Mikal.Best-585@kkhairemporium.com,c8a96cfdfdf9cf5c,1991/08/20,+ 1702671996149491  ,"Palm Grove #46, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Kareem,Best,Kareem.Best@loyalty.kkhair.com,c2920cc2b565ae1a,1958/11/19,+ 202730  ,"Palm Grove #98, Port of Spain, TT5679, Trinidad & Tobago"
Chloë,García,Chlo.Garca@KKHAIREMPORIUM.COM,477b2337ff7e5eec,2002/11/10,651-4448-657430620,"Hibiscus Lane #201, St. George Basseterre, KN0302, St. Kitts & Nevis"
Mikaël,O'Connor,MIKAL.OCONNOR-421@kandk-hair.co,7af23d98dd8f3651,1964/01/06,+1 (246) 118581101460,"Bay Street #92, St. Peter, BB14000, Barbados"
Anaïs,O'Connor,Anas.OConnor@mail.kkhair.net,83b226160ecc2f0c,1964/07/14,+1 (246) 0987284818186969,"Sugar Cane Way #206, St. George, 45079, Barbados"
Sade,Holder,SADE.HOLDER@kandk-hair.co,1cdc7e43b6b819f1,1987/11/08,+ 4165666715711120  ,"Sunset Blvd #82, St. Peter, BB23026, Barbados"
José,Brathwaite,Jos.Brathwaite@mail.kkhair.net,076b81d2d6086845,1999/07/01,989-3090,"Hibiscus Lane #67, St. Peter, BB14000, Barbados"
Jermaine,Núñez,Jermaine.Nez@kandk-hair.co,2ceb03736e1e82ZZ,1979/10/21,04624786,"Cedar Park #276, St. Thomas Lowland, KN0302, St. Kitts & Nevis"
Sofía,Dottin,SOFA.DOTTIN@kandk-hair.co,97521a9cd3fe61f0,1961/10/25,+1 (868) 709951,"Sugar Cane Way #293, Arima, 94018, Trinidad & Tobago"
Tia,O'Connor,TIA.OCONNOR_744@KKHAIREMPORIUM.COM,1be5fbd45053ea56,1956/12/18,+ 720324893237  ,"Mango Tree Drive #15, Castries, 4716, St. Lucia"
Dwayne,Charles,Dwayne.Charles@mail.kkhair.net,5ffd1dce950a0af9,1967/12/10,+1 (758) 5153121413829879,"Harbour View #108, Vieux Fort, LC12 301, St. Lucia"
Jermaine De la,Cruz,JERMAINE.CRUZ_235@kkhairemporium.com,08cf64ea8ad4f3ZZ,1978/04/10,094-7830-626,"Harbour View #269, Vieux Fort, LC04 101, St. Lucia"
Devon,Charles,DEVON.CHARLES@kandk-hair.co,152a34b26c81a93c,1969/10/26,+ 900322  ,"Mango Tree Drive #5, St. George Basseterre, 9805, St. Kitts & Nevis"
Jéssica,Jean-Baptiste,Jssica.Jean-Baptiste@loyalty.kkhair.com,df71ba52d8ad4486,1967/03/21,+1 (758) 923078141257,"Bay Street #41, Gros Islet, LC12 301, St. Lucia"
Noël,Charles,Nol.Charles@kkhairemporium.com,bed15e63d07b14ZZ,1966/05/12,456-4686-6764,"Bamboo Crescent #32, Couva-Tabaquite-Talparo, 00000, Trinidad & Tobago"
Dwayne,Clarke-Núñez,Dwayne.Clarke-Nez@mail.kkhair.net,77fd54678a13a83f,1988/02/10,11862479393,"Harbour View #224, St. George Basseterre, KN0101, St. Kitts & Nevis"
Keisha,Grant-Best,KEISHA.GRANT-BEST@kandk-hair.co,63746f1888ca0362,1987/11/30,+ 6457017  ,"Bay Street #153, St. George Basseterre, KN0503, St. Kitts & Nevis"
Renée Morris,Greenidge,RENE.GREENIDGE@mail.kkhair.net,0d093dc0bcc32542,1998/02/19,(363) 1492,"Harbour View #156, San Fernando, 00000, Trinidad & Tobago"
Renée ,Johnson,Rene.Johnson-893@kandk-hair.co,0027715380802275,2005/02/10,7645618,"Bay Street #40, Arima, 29660, Trinidad & Tobago"
Kareem,Hernández,Kareem.Hernndez@mail.kkhair.net,4cbd3fc24ccd3c5e,1957/05/28,(977) 59776,"Market Street #218, St. Philip, BB23026, Barbados"
Sade,Morris,Sade.Morris@kandk-hair.co,cae1e7b8c0b42eZZ,1955/04/10,+ 2955769  ,"Market Street #225, Couva-Tabaquite-Talparo, TT3743, Trinidad & Tobago"
Latoya,García,Latoya.Garca@kkhairemporium.com,f9e09cf33e59ac78,1988/07/10,+1 (876) 2408962870,"Sugar Cane Way #25, Manchester, 23679, Jamaica"
Noël,Jean-Baptiste,Nol.Jean-Baptiste@KKHAIREMPORIUM.COM,045273c1a169c32f,1963/01/24,123-3559-1,"Mango Tree Drive #132, Castries, 5568, St. Lucia"
Aaliyah,Jean-Baptiste,Aaliyah.Jean-Baptiste@KANDK-HAIR.CO,477a376b62b7bd5e,1982/11/29,+1 (868) 682898,"Sugar Cane Way #12, Chaguanas, 00000, Trinidad & Tobago"
Kofi,Williams,Kofi.Williams@LOYALTY.KKHAIR.COM,32a9433a834caa3f,1990/05/04,740-0198-011063822,"Harbour View #157, Micoud, LC12 301, St. Lucia"
Devon,Johnson,Devon.Johnson@loyalty.kkhair.com,bb662bdca878e34d,2001/02/09,(019) 7030,"Palm Grove #241, St. Philip, 92602, Barbados"
Tyrone,Campbell,TYRONE.CAMPBELL@kkhairemporium.com,d0184bedaf25a89b,1994/07/07,140-9054-449625216,"Bamboo Crescent #181, Port of Spain, 00000, Trinidad & Tobago"
Rohan van der,Kringle,Rohan.Kringle_445@KKHAIREMPORIUM.COM,366902f298abfdcc,1973/02/02,+ 57417565  ,"Cedar Park #53, Port of Spain, TT3012, Trinidad & Tobago"
Rashida,Grant,Rashida.Grant@loyalty.kkhair.com,762874ec9c346ba8,1968/03/19,+1 (758) 7730978039934686,"Sugar Cane Way #293, Castries, 4407, St. Lucia"
Jamal,García,Jamal.Garca@kandk-hair.co,b328d4eacd52fc5e,1970/11/22,499753,"Cedar Park #259, St. George Basseterre, KN0503, St. Kitts & Nevis"
Marlon,Charles,MARLON.CHARLES_672@kandk-hair.co,592fdde1c655cdZZ,1955/08/23,+1 (876) 5959012,"Seaview Terrace #247, St. James, 52957, Jamaica"
Jamal,Browne,Jamal.Browne@loyalty.kkhair.com,328af50bba753cab,1968/10/29,+1 (246) 607228849939,"Bay Street #146, St. Peter, BB14000, Barbados"
Mikaël,Alleyne,Mikal.Alleyne@loyalty.kkhair.com,d383d7e0e5f840__,1981/05/11,+ 485915  ,"Palm Grove #227, Arima, TT4715, Trinidad & Tobago"
Aaliyah,Hernández,Aaliyah.Hernndez@kkhairemporium.com,36e12c909fc7709f,1963/12/23,+ 7416537466  ,"Bay Street #161, Dennery, LC12 301, St. Lucia"
Rohan De la,Cruz,Rohan.Cruz.117@kkhairemporium.com,5ad7865a20320563,2006/04/13,+ 1747481579619423  ,"Sunset Blvd #139, Port of Spain, 00000, Trinidad & Tobago"
Jamal,Hernández,Jamal.Hernndez@LOYALTY.KKHAIR.COM,7e734b083fbe7454,1998/02/24,(062) 046786303,"Coral Ridge #74, Micoud, 4854, St. Lucia"
Jéssica,Lewis,Jssica.Lewis@mail.kkhair.net,e5aae7031f4a9570,1997/08/25,(272) 3114341663826,"Bay Street #93, St. John Figtree, KN0302, St. Kitts & Nevis"
Renée,Williams,Rene.Williams@loyalty.kkhair.com,e2e90dcce840c36f,2002/09/19,878790,"Hibiscus Lane #232, St. John Figtree, KN0302, St. Kitts & Nevis"
Renée,Browne,Rene.Browne@loyalty.kkhair.com,fe47cef60ea2d60c,1991/04/11,229-1764-80361,"Coral Ridge #154, St. Michael, BB14000, Barbados"
José,Singh,Jos.Singh@kandk-hair.co,99f652fea9ae9fe0,2001/09/25,+ 6432754115652770  ,"Bamboo Crescent #176, St. Thomas Lowland, KN0302, St. Kitts & Nevis"
Tia,Alleyne,TIA.ALLEYNE@loyalty.kkhair.com,7faa66772874b9a5,1970/08/06,+ 109002810003  ,"Bay Street #202, St. James, 14, Jamaica"
Tanesha ,Ramdeen,TANESHA.RAMDEEN@KANDK-HAIR.CO,f9207eb393c8dc56,1995/09/20,+ 8496355501219914  ,"Bay Street #99, Couva-Tabaquite-Talparo, TT8295, Trinidad & Tobago"
Devon,Holder,Devon.Holder@loyalty.kkhair.com,6f0e27d094243019,1998/07/10,+1 (758) 42556862,"Queen's Road #74, Castries, LC04 101, St. Lucia"
D’Andre,Lewis,DAndre.Lewis@mail.kkhair.net,47a6a2eb419ef019,1955/08/27,+1 (758) 8274383,"Mango Tree Drive #201, Gros Islet, LC10 201, St. Lucia"
Keisha,Núñez,Keisha.Nez@kandk-hair.co,c2bf707fa38946de,1956/11/22,(749) 818,"Palm Grove #163, St. James, 22995, Jamaica"
Rashida,Joseph,Rashida.Joseph@kandk-hair.co,5851c1b23cfd0a87,1968/08/26,+ 02327107325  ,"Bay Street #283, Gros Islet, LC12 301, St. Lucia"
Aaliyah,Campbell,Aaliyah.Campbell@kkhairemporium.com,22ce02f6b0a99b63,1974/12/12,4135054,"Independence Ave #184, St. James, BB14000, Barbados"
Jéssica,Hernández,Jssica.Hernndez@kandk-hair.co,8b8a91545efc0431,1993/12/01,451-9067-7,"Independence Ave #172, Gros Islet, LC10 201, St. Lucia"
Latoya,Baptiste,Latoya.Baptiste@KANDK-HAIR.CO,c59ee0b83281db8f,1963/07/31,351-3834-562933495,"Bay Street #218, Diego Martin, TT5481, Trinidad & Tobago"
Tyrone,Williams,Tyrone.Williams@LOYALTY.KKHAIR.COM,c64b5397f6a51722,2001/03/05,0718116,"Sugar Cane Way #136, St. Thomas Lowland, 8340, St. Kitts & Nevis"
Tyrone,Alleyne,Tyrone.Alleyne.781@mail.kkhair.net,33f95c2944e909b2,1969/12/06,(357) 431,"Queen's Road #257, St. Paul Charlestown, 4582, St. Kitts & Nevis"
Sofía,Browne,Sofa.Browne@kandk-hair.co,be06a81c8457b8fc,1962/01/22,+ 3496059  ,"Bamboo Crescent #215, St. Thomas Lowland, KN0503, St. Kitts & Nevis"
Tyrone,Greenidge,Tyrone.Greenidge@KANDK-HAIR.CO,1d8d38c87bc13dda,1992/02/10,(753) 93036199,"Bamboo Crescent #226, Arima, 00000, Trinidad & Tobago"
Aaliyah,Dottin,Aaliyah.Dottin@kkhairemporium.com,3fd5a3a4019d0b8d,1988/07/01,(204) 73087,"Market Street #154, Dennery, LC04 101, St. Lucia"
Kareem,Campbell,Kareem.Campbell@loyalty.kkhair.com,256cbaca15400b69,2006/09/22,5183591461,"Independence Ave #231, St. Paul Charlestown, KN0101, St. Kitts & Nevis"
Jamal,Lewis,JAMAL.LEWIS@KKHAIREMPORIUM.COM,bed52d689971a698,1997/12/14,+1 (876) 1371958807,"Bay Street #182, Kingston, 17, Jamaica"
Latoya,Forde,Latoya.Forde@kkhairemporium.com,b8e67f15aabc6938,1986/09/18,3966528,"Mango Tree Drive #57, Micoud, 1925, St. Lucia"
Sade,Williams,Sade.Williams.607@mail.kkhair.net,d4de25df126d22dc,1971/09/21,+ 7204533769  ,"Sunset Blvd #235, Clarendon, 55706, Jamaica"
Tyrone,Greenidge,Tyrone.Greenidge@kkhairemporium.com,f6bd7523e3c4cfe7,1965/07/05,+ 947947  ,"Queen's Road #237, San Fernando, 49175, Trinidad & Tobago"
Jamal,Núñez,JAMAL.NEZ@loyalty.kkhair.com,cd2da2fbdcd5cbf1,1974/08/05,+1 (868) 991269,"Market Street #103, San Fernando, 00000, Trinidad & Tobago"
Kareem,Greenidge,Kareem.Greenidge@loyalty.kkhair.com,4d8ca4de8f32dd1f,1965/04/09,+1 (869) 002200364238,"Palm Grove #15, St. George Basseterre, 8338, St. Kitts & Nevis"
Shanice,Singh,SHANICE.SINGH@mail.kkhair.net,ca8b5aa3ecad7d__,1970/11/09,+ 143061432885  ,"Market Street #247, St. Catherine, 16, Jamaica"
Marlon,Ramdeen,Marlon.Ramdeen@loyalty.kkhair.com,43050fef612a7057,1989/10/02,+ 38412791  ,"Mango Tree Drive #230, Castries, LC10 201, St. Lucia"
Tyrone St.,Clair,Tyrone.Clair@KKHAIREMPORIUM.COM,a989b049d202c20f,1998/03/31,+1 (876) 607372040324,"Coral Ridge #251, St. Andrew, 91242, Jamaica"
D’Andre,Alleyne,DAndre.Alleyne@mail.kkhair.net,dd9ef647f5855277,1955/06/24,274-5056-9582,"Sunset Blvd #265, Soufrière, 5728, St. Lucia"
Tanesha,Campbell,TANESHA.CAMPBELL-574@kkhairemporium.com,48394dac4d2c18c9,1957/06/06,397-8374-766937772,"Coconut Walk #238, St. James, 11339, Jamaica"
Khadija,Grant,Khadija.Grant@mail.kkhair.net,ee9291d35ebc2091,1997/05/13,624-716,"Hibiscus Lane #74, Chaguanas, TT7434, Trinidad & Tobago"
Zoë,Best,Zo.Best@KKHAIREMPORIUM.COM,dc40476c4f0cb726,2003/06/14,+1 (869) 9045896,"Harbour View #71, St. Peter Basseterre, KN0503, St. Kitts & Nevis"
Tyrone,Grant,Tyrone.Grant-808@kkhairemporium.com,754bf1533dcc1552,2000/05/21,+1 (758) 83611538,"Bay Street #180, Soufrière, 2548, St. Lucia"
Dwayne,Ramdeen,Dwayne.Ramdeen-659@kandk-hair.co,fdd02f5c39f70e90,1999/09/06,(946) 52174565,"Sugar Cane Way #69, Soufrière, LC04 101, St. Lucia"
Anaïs Lewis,Morris,Anas.Morris@kandk-hair.co,d596d2411dfe5de3,1992/11/09,+1 (758) 945416460715,"Seaview Terrace #155, Dennery, LC04 101, St. Lucia"
Kareem,Núñez,Kareem.Nez-384@mail.kkhair.net,39841206940ce5__,1993/06/29,+1 (868) 167123,"Mango Tree Drive #15, Couva-Tabaquite-Talparo, 97890, Trinidad & Tobago"
Mikaël,Alleyne,Mikal.Alleyne@kkhairemporium.com,b0c78f6928c048__,1997/01/09,+1 (876) 5666196213239295,"Cedar Park #155, St. Andrew, 50849, Jamaica"
