  Name  nsuef,Email Addresshbjjb ,Salt %^bh ,Date of Birth   
Marlon St. Clair,Marlon.Clair-228@,45db861b6e69b36b,1993/12/19
Kofi Singh,Kofi.Singh@kkhairemporium.com,55686be6a9b54a2f,1998/8/12
 Jéssica Greenidge-Forde  ,Jssica.Greenidge-Forde_660@mail.kkhair.net,7d64b4b9616a7a52,1998/12
Mikaël Johnson,MIKAL.JOHNSON@kandk-hair.co,8a6f3a18a3cfef12,1986/08/31
Jermaine Forde,Jermaine.Fordeloyalty.kkhair.com,d2b0fdfc6339e8c3,1962/06/28
Andre Williams,Andre.Williams@mail.kkhair.net,cb9620abef21614e,1992-03-04
Kareem St. Clair,Kareem.Clair@kkhairemporium.com,9390b1b0278f85c7,1977-11-05
Tyrone Holder,Tyrone.Holder@mail.kkhair.net,cc3851f050e0d7b3,1983/07/18
Jermaine Dottin,Jermaine.Dottin@kandk-hair.co,5acd8e826723b2d7,2003/05/23
Rohan Jean-Baptiste,Rohan.Jean-Baptiste@loyalty.kkhair.com,a69a5e68dbeea77b,1999-07-08
Mikaël  Brathwaite  Best,Mikal.Best-585@kkhairemporium.com,c8a96cfdfdf9cf5c,1991/08/20
Kareem Best,Kareem.Best@loyalty.kkhair.com,c2920cc2b565ae1a,1958/11/19
Chloë García,Chlo.Garca@KKHAIREMPORIUM.COM,477b2337ff7e5eec,2002/11/10
Chloë Grant,CHLO.GRANT@mail.kkhair.net,760a0e8a19975e35,1955-07-15
Mikaël O'Connor,MIKAL.OCONNOR-421@kandk-hair.co,7af23d98dd8f3651,1964/01/06
Tia Joseph,Tia.Joseph@kkhairemporium.com,e3c5e8ee22679fe1,1962-12-17
Anaïs O'Connor,Anas.OConnor@mail.kkhair.net,83b226160ecc2f0c,1964/07/14
Sade Holder,SADE.HOLDER@kandk-hair.co,1cdc7e43b6b819f1,1987/11/08
José Brathwaite,Jos.Brathwaite@mail.kkhair.net,076b81d2d6086845,1999/07/01
Kareem Charles,KAREEM.CHARLES@domain_with_space.kkhairemporium.com,4e08c6c236d86c4d,1992-03-14
Jermaine Núñez,Jermaine.Nez@kandk-hair.co,2ceb03736e1e82ZZ,1979/10/21
Sofía Dottin,SOFA.DOTTIN@kandk-hair.co,97521a9cd3fe61f0,1961/10/25
Tia O'Connor,TIA.OCONNOR_744@KKHAIREMPORIUM.COM,1be5fbd45053ea56,1956/12/18
Latoya Singh,Latoya.Singh@@kandk-hair.co,9dbaebc9b2584e78,1966/06/07
Dwayne Charles,Dwayne.Charles@mail.kkhair.net,5ffd1dce950a0af9,1967/12/10
D’Andre Johnson,DAndre.Johnson@kkhairemporium.com,48cba4bfe6a3c740,1971/02
Jermaine De la Cruz,JERMAINE.CRUZ_235@kkhairemporium.com,08cf64ea8ad4f3ZZ,1978/04/10
Devon Charles,DEVON.CHARLES@kandk-hair.co,152a34b26c81a93c,1969/10/26
Jéssica Jean-Baptiste,Jssica.Jean-Baptiste@loyalty.kkhair.com,df71ba52d8ad4486,1967/03/21
Latoya García,Latoya.Garca@kandk-hair.co,f631495c9ad78d9b,1963/12/06
Aaliyah Johnson,Aaliyah.Johnson@kandk-hair.co,46a05223f0101454,1987/03
Noël Charles,Nol.Charles@kkhairemporium.com,bed15e63d07b14ZZ,1966/05/12
Dwayne Clarke-Núñez,Dwayne.Clarke-Nez@mail.kkhair.net,77fd54678a13a83f,1988/02/10
Keisha Grant-Best,KEISHA.GRANT-BEST@kandk-hair.co,63746f1888ca0362,1987/11/30
Renée Morris Greenidge,RENE.GREENIDGE@mail.kkhair.net,0d093dc0bcc32542,1998/2/19
Renée Alleyne,Rene.Alleyne@kandk-hair.co,106b1ebc78931b79,2004/01
Renée  Johnson,Rene.Johnson-893@kandk-hair.co,0027715380802275,2005/02/10
Kareem Hernández,Kareem.Hernndez@mail.kkhair.net,4cbd3fc24ccd3c5e,1957/05/28
Sade Morris,Sade.Morris@kandk-hair.co,cae1e7b8c0b42eZZ,1955/04/10
Latoya García,Latoya.Garca@kkhairemporium.com,f9e09cf33e59ac78,1988/07/10
Noël Jean-Baptiste,Nol.Jean-Baptiste@KKHAIREMPORIUM.COM,045273c1a169c32f,1963/01/24
 Chloë Best  ,Chlo.Best.422@loyalty.kkhair.com,a022db7c8e0cddff,1963/11/21
Tanesha Morris,Tanesha.Morris.264@mail.kkhair.net,878f0350b13c6747,1990-01-30
Aaliyah Jean-Baptiste,Aaliyah.Jean-Baptiste@KANDK-HAIR.CO,477a376b62b7bd5e,1982/11/29
Aaliyah García,AALIYAH.GARCA@domain_with_space.kkhairemporium.com,6c25a839a4f8fb08,1980/05/23
Anaïs Lewis,Anas.Lewis@LOYALTY.KKHAIR.COM,d55096ee389f5984,1986/04
Tanesha Dottin,TANESHA.DOTTIN@kkhairemporium.com,7a865d1755910e%^,2002-12-03
Keisha Dottin,KEISHA.DOTTIN@kkhairemporium.com,b034ad86874edf2a,1971/07/09
Kofi Williams,Kofi.Williams@LOYALTY.KKHAIR.COM,32a9433a834caa3f,1990/05/04
Jéssica Lewis,Jssica.Lewis.623@kkhairemporium.com,8609811210dac266,1972-02-08
Devon Johnson,Devon.Johnson@loyalty.kkhair.com,bb662bdca878e34d,2001/02/09
Tyrone Campbell,TYRONE.CAMPBELL@kkhairemporium.com,d0184bedaf25a89b,1994/07/07
D’Andre Ramdeen,DAndre.Ramdeen@mail.kkhair.net,b2348b1fe7d7a1d1,2006-01-12
 Tyrone Pérez  ,Tyrone.Prez@domain_with_space.kandk-hair.co,a718cf90e3b7732a,2000/06
Rohan van der Kringle,Rohan.Kringle_445@KKHAIREMPORIUM.COM,366902f298abfdcc,1973/02/02
Sofía Williams,SOFA.WILLIAMS@mail.kkhair.net,5e061dfd84132fZZ,1965-04-17
Tyrone Greenidge,Tyrone.Greenidge@,,
Rashida Grant,Rashida.Grant@loyalty.kkhair.com,762874ec9c346ba8,1968/03/19
Jamal García,Jamal.Garca@kandk-hair.co,b328d4eacd52fc5e,1970/11/22
Marlon Charles,MARLON.CHARLES_672@kandk-hair.co,592fdde1c655cdZZ,1955/08/23
Jamal Browne,Jamal.Browne@loyalty.kkhair.com,328af50bba753cab,1968/10/29
Mikaël Alleyne,Mikal.Alleyne@loyalty.kkhair.com,d383d7e0e5f840__,1981/05/11
Aaliyah Hernández,Aaliyah.Hernndez@kkhairemporium.com,36e12c909fc7709f,1963/12/23
Rohan De la Cruz,Rohan.Cruz.117@kkhairemporium.com,5ad7865a20320563,2006/04/13
Tanesha Brathwaite,Tanesha.Brathwaite@domain_with_space.KKHAIREMPORIUM.COM,9e15c3a9ccd40f5e,1976/02/16
Dwayne Lewis Williams,Dwayne.Williams@loyalty.kkhair.com,5c0d04740005f0df,2004-07-18
Anaïs Thompson,ANAS.THOMPSON_507@kandk-hair.co,5566459dc3e213c6,1964/12
Rohan Morris,Rohan.Morris@kkhairemporium.com,cfbbef2ae777a76f,1958/05
D’Andre Singh,DAndre.Singh@loyalty.kkhair.com,,
Jamal Hernández,Jamal.Hernndez@LOYALTY.KKHAIR.COM,7e734b083fbe7454,1998/02/24
Jéssica Lewis,Jssica.Lewis@mail.kkhair.net,e5aae7031f4a9570,1997/08/25
Jermaine Greenidge,Jermaine.Greenidge@kkhairemporium.com,,
Renée Williams,Rene.Williams@loyalty.kkhair.com,e2e90dcce840c36f,2002/09/19
Keisha Browne,Keisha.Browne@kkhairemporium.com,6ad4997f558035%^,1977/01
Mikaël Baptiste,Mikal.Baptiste@loyalty.kkhair.com,08db7a281bc9b681,1963-11-26
Renée Browne,Rene.Browne@loyalty.kkhair.com,fe47cef60ea2d60c,1991/04/11
Kofi Forde,Kofi.Forde-766@ LOYALTY.KKHAIR.COM,22f9c6d71b8c1f08,1964/05/30
José Singh,Jos.Singh@kandk-hair.co,99f652fea9ae9fe0,2001/09/25
Tia Alleyne,TIA.ALLEYNE@loyalty.kkhair.com,7faa66772874b9a5,1970/08/06
Jermaine Charles-O'Connor,Jermaine.Charles-OConnor@kkhairemporium.com,3b6b6ea5f2ecc3c5,1972/01
Tanesha  Ramdeen,TANESHA.RAMDEEN@KANDK-HAIR.CO,f9207eb393c8dc56,1995/09/20
 Devon Holder  ,Devon.Holder@loyalty.kkhair.com,6f0e27d094243019,1998/07/10
 D’Andre Lewis  ,DAndre.Lewis@mail.kkhair.net,47a6a2eb419ef019,1955/08/27
Sade Morris,Sade.Morris@kandk-hair.co,071a92a516f31308,1974/05
Jermaine Alleyne,Jermaine.Alleyne@LOYALTY.KKHAIR.COM,de984552dc1b5638,1995-05-19
Keisha Núñez,Keisha.Nez@kandk-hair.co,c2bf707fa38946de,1956/11/22
 Rashida Joseph  ,Rashida.Joseph@kandk-hair.co,5851c1b23cfd0a87,1968/08/26
Aaliyah Campbell,Aaliyah.Campbell@kkhairemporium.com,22ce02f6b0a99b63,1974/12/12
Jéssica Hernández,Jssica.Hernndez@kandk-hair.co,8b8a91545efc0431,1993/12/01
Noël Dottin,NOL.DOTTIN@domain_with_space.loyalty.kkhair.com,,
Zoë Brathwaite,Zo.Brathwaite@kandk-hair.co,167f69b6b1143ad7,1991/02/23 
Latoya Baptiste,Latoya.Baptiste@KANDK-HAIR.CO,c59ee0b83281db8f,1963/07/31
Tyrone Williams,Tyrone.Williams@LOYALTY.KKHAIR.COM,c64b5397f6a51722,2001/03/05
Tyrone Alleyne,Tyrone.Alleyne.781@mail.kkhair.net,33f95c2944e909b2,1969/12/06
 Sofía Browne  ,Sofa.Browne@kandk-hair.co,be06a81c8457b8fc,1962/01/22
Tyrone Greenidge,Tyrone.Greenidge@KANDK-HAIR.CO,1d8d38c87bc13dda,1992/02/10
D’Andre Charles,DAndre.Charles-739@#.mail.kkhair.net,2da0e9c3418da9ac,1989/12
Latoya O'Connor Pérez,Latoya.Prez@@kandk-hair.co,9af80a1f9227446d,1983/01/02
Keisha Singh,Keisha.Singh.738@loyalty.kkhair.com,2fa6412120f5744f,1994/06/16
Sade  Charles,Sade.Charles@@kandk-hair.co,7e57920494b1ac%^,1969/02/22
Aaliyah Dottin,Aaliyah.Dottin@kkhairemporium.com,3fd5a3a4019d0b8d,1988/07/01
Marlon Browne,MARLON.BROWNE@#.kandk-hair.co,0d5e92bf165c183c,1975/03/01 
Kareem Campbell,Kareem.Campbell@loyalty.kkhair.com,256cbaca15400b69,2006/09/22
Zoë Greenidge,Zo.Greenidge-842@mail.kkhair.net,77ea63fa4c3558%^,2006/06
José Joseph,Jos.Joseph@kkhairemporium.com,fe5fd640bb2be08b,1971/12/07
 Jamal Lewis  ,JAMAL.LEWIS@KKHAIREMPORIUM.COM,bed52d689971a698,1997/12/14
Tia Campbell,TIA.CAMPBELL@mail.kkhair.net,905cbaa58b157730,2000/04/01 
Latoya Forde,Latoya.Forde@kkhairemporium.com,b8e67f15aabc6938,1986/09/18
Shanice Joseph,Shanice.Joseph@loyalty.kkhair.com,6b7f3539c71f11a6,1978/01
 Sade Williams  ,Sade.Williams.607@mail.kkhair.net,d4de25df126d22dc,1971/09/21
Tyrone Greenidge,Tyrone.Greenidge@kkhairemporium.com,f6bd7523e3c4cfe7,1965/07/05
 Jéssica Núñez  ,Jssica.Nez@kkhairemporium.com,cc7b4f7c00ebb080,1979-09-26
Jamal Núñez,JAMAL.NEZ@loyalty.kkhair.com,cd2da2fbdcd5cbf1,1974/08/05
Kareem Greenidge,Kareem.Greenidge@loyalty.kkhair.com,4d8ca4de8f32dd1f,1965/04/09
Shanice Singh,SHANICE.SINGH@mail.kkhair.net,ca8b5aa3ecad7d__,1970/11/09
Anaïs Clarke,Anas.Clarke.132@#.kandk-hair.co,d8d1cea0634ef1a6,2003/07/27
Mikaël Forde,Mikal.Forde@mail.kkhair.net,8f2795229e9ceaf7,1983-05-31
Andre Dottin,ANDRE.DOTTIN-160@MAIL.KKHAIR.NET,44276e08a16d0f59,1991-10-19
Rashida Núñez,RASHIDA.NEZ@kkhairemporium.com,,
Marlon Ramdeen,Marlon.Ramdeen@loyalty.kkhair.com,43050fef612a7057,1989/10/02
Tyrone St. Clair,Tyrone.Clair@KKHAIREMPORIUM.COM,a989b049d202c20f,1998/03/31
Keisha Greenidge,Keisha.Greenidge@,8725dddeebc9c6c7,1968-07-09
D’Andre Alleyne,DAndre.Alleyne@mail.kkhair.net,dd9ef647f5855277,1955/06/24
Tanesha Campbell,TANESHA.CAMPBELL-574@kkhairemporium.com,48394dac4d2c18c9,1957/06/06
 Khadija Grant  ,Khadija.Grant@mail.kkhair.net,ee9291d35ebc2091,1997/05/13
 Zoë Best  ,Zo.Best@KKHAIREMPORIUM.COM,dc40476c4f0cb726,2003/06/14
 Tyrone Grant  ,Tyrone.Grant-808@kkhairemporium.com,754bf1533dcc1552,2000/05/21
Dwayne Ramdeen,Dwayne.Ramdeen-659@kandk-hair.co,fdd02f5c39f70e90,1999/09/06
Rashida Grant,RASHIDA.GRANT-904loyalty.kkhair.com,d260475fc62c9f6e,1996/08/11
 Anaïs Lewis Morris  ,Anas.Morris@kandk-hair.co,d596d2411dfe5de3,1992/11/09
Kareem Núñez,Kareem.Nez-384@mail.kkhair.net,39841206940ce5__,1993/06/29
Mikaël Alleyne,Mikal.Alleyne@kkhairemporium.com,b0c78f6928c048__,1997/01/09
Zoë Baptiste,Zo.Baptiste@kandk-hair.co,526cf2d17792fec0,1999/3/29
Kofi Singh,Kofi.Singh@kkhairemporium.com,55686be6a9b54a2f,1998/8/12
Sade Joseph,Sade.Joseph@loyalty.kkhair.com,9cbd92a9d6a3eaf6,1961/02/05
Shanice Campbell,Shanice.Campbell@kandk-hair.co,8fcb602ec5e187a4,2001/08/08
 Chloë Best  ,Chlo.Best.422@loyalty.kkhair.com,a022db7c8e0cddff,1963/11/21
Dwayne Williams,Dwayne.Williams@kandk-hair.co,ebe473d24427a332,1973-08-12
Tyrone Pérez,TYRONE.PREZ@mail.kkhair.net,36f6924a27dc96d9,1993/05/10 
José Joseph,Jos.Joseph@kkhairemporium.com,fe5fd640bb2be08b,1971/12/07
Kareem Williams,Kareem.Williams@loyalty.kkhair.com,a2e190faa60b6caf,2001/10
Anaïs Charles,Anas.Charles.635@kandk-hair.co,8cd419af4f38e48c,1963/01/13
Kofi St. Clair,Kofi.Clair@mail.kkhair.net,83599b9de626e2f8,1955/01/18
Shanice Forde,SHANICE.FORDE@mail.kkhair.net,18363acf274360b9,2003/08/02
Kirsten  De  la  Cruz,Kirsten.Cruz@loyalty.kkhair.com,ecc78083e88eda54,1990/12/26
Keisha Singh,Keisha.Singh.738@loyalty.kkhair.com,2fa6412120f5744f,1994/06/16
Noël Best,Nol.Best@kkhairemporium.com,a57a3d675d8f2112,1996/09/23
Aaliyah  Dottin,Aaliyah.Dottin@loyalty.kkhair.com,f2a34a8b7a77a92d,1974/12/29
Devon Clarke,Devon.Clarke@kkhairemporium.com,4414a26005b1229e,1994/12
Mikaël Forde,Mikal.Forde@mail.kkhair.net,8f2795229e9ceaf7,1983-05-31
Dwayne Forde,Dwayne.Forde@mail.kkhair.net,b2b2feb26f8a625e,1978/12/18
Khadija Baptiste,KHADIJA.BAPTISTE@loyalty.kkhair.com,b4d419b1b673bd47,1970/11/19
Keisha Dottin,KEISHA.DOTTIN@kkhairemporium.com,b034ad86874edf2a,1971/07/09
Jermaine Charles-O'Connor,Jermaine.Charles-OConnor@kkhairemporium.com,3b6b6ea5f2ecc3c5,1972/01
Tyrone Forde,Tyrone.Forde@kkhairemporium.com,2b7fdd13888ad8__,1998/07
Renée Holder,RENE.HOLDER@loyalty.kkhair.com,c752344fd8be7e12,1958-06-08
 Latoya Brathwaite  ,Latoya.Brathwaite@mail.kkhair.net,cc18cabdda4b86f9,1995/05/12
Latoya García,Latoya.Garca@kandk-hair.co,f631495c9ad78d9b,1963/12/06
Anaïs Hernández,Anas.Hernndez@loyalty.kkhair.com,7f0348598d5d65b3,1980/11/27
Kareem Alleyne,Kareem.Alleyne@kandk-hair.co,4f98f1c6d2a4fca9,1968-12-06
D’Andre Brathwaite,DAndre.Brathwaite@loyalty.kkhair.com,2b1e973cc03d32ab,1994-03-07
Keisha Ramdeen,Keisha.Ramdeen@kkhairemporium.com,7d8949a229bee1e2,1971/01
